,bps,clean_sheets,element_type,news_added,now_cost,own_goals,penalties_missed,photo,points_per_game,red_cards,second_name,threat,web_name,yellow_cards,Player,PID,Team,Apps,Minutes,Goals,Assists,xG,xA,xG90,xA90,Position
136,0,0,2,2018-07-18T10:05:48Z,50,0,0,58877.jpg,0.0,0,Blind,0,Blind,0,Daley Blind,175,Manchester United,23,1827,1,2,0.43,2.05,0.02,0.1,Unfilled
137,110,0,2,2018-10-06T15:31:14Z,57,0,0,18892.jpg,1.8,0,Young,11,Young,3,Ashley Young,339,Manchester United,12,757,0,1,0.25,0.87,0.03,0.1,Unfilled
138,99,1,3,2018-10-28T15:01:14Z,100,0,0,37265.jpg,3.1,0,Sánchez,219,Sánchez,2,Alexis Sánchez,3,Arsenal,38,3233,24,10,17.72,8.99,0.49,0.25,Unfilled
139,109,1,3,2018-10-20T11:31:16Z,50,0,0,62398.jpg,1.6,1,Matic,84,Matic,2,Nemanja Matic,204,Chelsea,35,2699,1,7,1.13,3.06,0.04,0.1,Unfilled
140,84,1,3,,62,0,0,43670.jpg,2.6,0,Mata,87,Mata,1,Juan Mata,48,Manchester United,25,1641,6,3,5.67,4.54,0.31,0.25,Unfilled
141,105,1,3,2018-10-19T14:01:16Z,49,0,0,41184.jpg,2.3,0,Fellaini,113,Fellaini,0,Marouane Fellaini,191,Manchester United,28,1591,1,0,2.17,0.66,0.12,0.04,Unfilled
142,29,0,3,2018-10-20T11:31:16Z,50,0,0,59846.jpg,1.0,0,Herrera,57,Herrera,1,Ander Herrera,178,Manchester United,31,2466,1,6,1.43,4.0,0.05,0.15,Unfilled
143,50,1,3,2018-10-28T15:01:14Z,67,0,0,109322.jpg,1.6,0,Lingard,122,Lingard,0,Jesse Lingard,179,Manchester United,25,1384,1,2,3.76,2.2,0.24,0.14,Unfilled
144,182,0,3,2018-11-12T14:01:16Z,76,0,0,148225.jpg,6.4,0,Martial,279,Martial,1,Anthony Martial,77,Manchester United,25,1558,4,6,3.31,3.67,0.19,0.21,Unfilled
145,164,2,3,2018-11-09T21:31:13Z,80,0,2,74208.jpg,4.2,0,Pogba,439,Pogba,1,Paul Pogba,73,Manchester United,30,2606,5,4,6.51,5.59,0.22,0.19,Unfilled
146,70,2,4,2018-10-20T16:31:16Z,67,0,0,176297.jpg,2.4,1,Rashford,133,Rashford,1,Marcus Rashford,61,Manchester United,32,1687,5,1,6.27,1.99,0.33,0.11,Unfilled
147,120,1,4,2018-11-11T15:31:14Z,107,0,0,66749.jpg,3.8,0,Lukaku,377,Lukaku,1,Romelu Lukaku,2,Everton,37,3271,25,6,16.67,5.44,0.46,0.15,Unfilled
148,167,3,2,2018-10-06T15:31:14Z,44,0,0,57145.jpg,3.4,0,Fernández,44,Fernández,1,Federico Fernández,360,Swansea,27,2430,0,2,1.65,0.8,0.06,0.03,Unfilled
149,0,0,1,,43,0,0,40383.jpg,0.0,0,Forster,0,Forster,0,Fraser Forster,390,Southampton,38,3420,0,0,0.0,0.34,0.0,0.01,Unfilled
150,171,4,2,2018-11-10T19:01:15Z,48,0,0,40146.jpg,2.8,0,Bertrand,85,Bertrand,5,Ryan Bertrand,148,Southampton,28,2509,2,4,0.67,2.69,0.02,0.1,Unfilled
151,26,0,2,,42,0,0,80447.jpg,1.5,0,Yoshida,42,Yoshida,0,Maya Yoshida,226,Southampton,23,2070,1,0,1.9,0.18,0.08,0.01,Unfilled
152,179,3,2,2018-08-12T12:31:12Z,44,0,0,58822.jpg,2.7,0,Soares,79,Cédric,4,Cédric Soares,394,Southampton,30,2524,0,3,0.65,3.08,0.02,0.11,Unfilled
153,3,0,3,,47,0,0,17339.jpg,1.0,0,Davis,0,Davis,0,Steven Davis,404,Southampton,32,2643,0,3,2.51,2.83,0.09,0.1,Unfilled
154,33,0,3,,51,0,0,101178.jpg,1.2,0,Ward-Prowse,28,Ward-Prowse,1,James Ward-Prowse,85,Southampton,30,1886,4,4,4.65,2.89,0.22,0.14,Unfilled
155,163,2,3,2018-10-27T17:01:14Z,45,0,0,132015.jpg,3.2,1,Højbjerg,120,Højbjerg,2,Pierre-Emile Højbjerg,274,Southampton,22,1296,0,0,1.36,0.62,0.09,0.04,Unfilled
156,0,0,3,2018-07-21T11:01:08Z,55,0,0,128198.jpg,0.0,0,Boufal,0,Boufal,0,Sofiane Boufal,260,Southampton,24,1090,1,0,1.12,1.29,0.09,0.11,Unfilled
157,121,4,3,,53,0,0,83283.jpg,2.3,0,Redmond,231,Redmond,0,Nathan Redmond,40,Southampton,37,2917,7,1,4.82,5.89,0.15,0.18,Unfilled
158,29,1,4,2018-11-10T20:01:16Z,48,0,0,20452.jpg,1.6,0,Long,155,Long,0,Shane Long,111,Southampton,32,1231,3,1,5.25,1.57,0.38,0.11,Unfilled
159,13,4,4,2018-10-27T17:01:14Z,55,0,1,78356.jpg,1.2,0,Austin,156,Austin,0,Charlie Austin,56,Southampton,15,946,6,1,6.62,1.62,0.63,0.15,Unfilled
160,44,0,4,2018-09-20T13:31:13Z,56,0,0,61548.jpg,2.1,0,Gabbiadini,83,Gabbiadini,0,Manolo Gabbiadini,88,Southampton,11,737,4,0,3.82,0.34,0.47,0.04,Unfilled
161,22,0,2,,42,0,0,169359.jpg,2.0,0,Targett,4,Targett,0,Matt Targett,405,Southampton,5,373,0,0,0.08,0.29,0.02,0.07,Unfilled
162,188,4,1,2018-08-31T12:31:13Z,54,0,0,37915.jpg,5.3,0,Lloris,0,Lloris,0,Hugo Lloris,341,Tottenham,34,3004,0,0,0.0,0.04,0.0,0.0,Unfilled
163,36,0,1,2018-09-22T16:01:13Z,48,0,0,39215.jpg,2.5,0,Vorm,0,Vorm,0,Michel Vorm,345,Tottenham,5,416,0,0,0.0,0.0,0.0,0.0,Unfilled
164,235,5,2,,59,0,0,55605.jpg,3.6,0,Alderweireld,63,Alderweireld,1,Toby Alderweireld,193,Tottenham,30,2610,1,0,2.0,0.33,0.07,0.01,Unfilled
165,100,3,2,2018-10-06T17:01:15Z,59,0,0,38290.jpg,4.7,0,Rose,44,Rose,2,Danny Rose,136,Tottenham,18,1538,2,2,0.9,1.35,0.05,0.08,Unfilled
166,131,1,2,2018-09-29T16:31:13Z,59,0,0,39194.jpg,3.4,0,Vertonghen,55,Vertonghen,0,Jan Vertonghen,343,Tottenham,33,2902,0,0,0.59,0.31,0.02,0.01,Unfilled
167,122,2,2,,56,0,0,115556.jpg,2.3,0,Davies,75,Davies,1,Ben Davies,199,Tottenham,23,1729,1,3,0.43,2.61,0.02,0.14,Unfilled
168,258,4,2,2018-11-10T20:01:16Z,62,0,0,77794.jpg,5.4,0,Trippier,53,Trippier,1,Kieran Trippier,346,Tottenham,12,561,0,5,0.08,2.76,0.01,0.44,Unfilled
169,134,4,3,2018-11-10T16:31:13Z,48,0,0,93264.jpg,2.9,0,Dier,45,Dier,1,Eric Dier,137,Tottenham,36,3045,2,0,1.59,0.75,0.05,0.02,Unfilled
170,74,1,3,2018-11-03T22:01:14Z,49,0,0,39104.jpg,1.4,0,Dembélé,1,Dembélé,1,Mousa Dembélé,194,Tottenham,30,2085,1,1,0.57,0.98,0.02,0.04,Unfilled
171,121,2,3,2018-11-10T20:01:16Z,65,0,0,62974.jpg,5.1,0,Lamela,232,Lamela,0,Erik Lamela,195,Tottenham,9,590,1,1,1.8,1.2,0.27,0.18,Unfilled
172,102,1,3,2018-09-27T12:31:15Z,92,0,0,80607.jpg,2.4,0,Eriksen,129,Eriksen,0,Christian Eriksen,30,Tottenham,36,3181,8,15,8.86,11.74,0.25,0.33,Unfilled
173,25,1,3,2018-11-10T16:31:13Z,49,0,0,54756.jpg,1.5,0,Wanyama,21,Wanyama,0,Victor Wanyama,84,Tottenham,36,3021,4,1,4.79,2.04,0.14,0.06,Unfilled
174,54,2,3,2018-08-18T13:01:12Z,55,0,0,157668.jpg,1.3,0,Winks,9,Winks,3,Harry Winks,235,Tottenham,21,455,1,1,1.02,0.67,0.2,0.13,Unfilled
175,103,3,3,2018-08-31T12:31:13Z,49,0,0,45268.jpg,3.0,0,Sissoko,63,Sissoko,0,Moussa Sissoko,379,Tottenham,25,878,0,2,0.87,1.04,0.09,0.11,Unfilled
176,5,0,4,,56,0,0,19760.jpg,1.0,0,Llorente,6,Llorente,0,Fernando Llorente,12,Swansea,33,2462,15,1,8.03,2.09,0.29,0.08,Unfilled
177,202,5,4,,124,0,0,78830.jpg,5.1,0,Kane,580,Kane,3,Harry Kane,1,Tottenham,30,2556,29,7,19.82,5.55,0.7,0.2,Unfilled
178,0,0,1,,43,0,0,18656.jpg,0.0,0,Gomes,0,Gomes,0,Heurelho Gomes,316,Watford,38,3339,0,0,0.0,0.04,0.0,0.0,Unfilled
179,188,3,2,2018-11-03T14:01:14Z,45,1,0,41338.jpg,3.2,0,Cathcart,137,Cathcart,1,Craig Cathcart,323,Watford,15,1154,0,1,0.14,0.72,0.01,0.06,Unfilled
180,2,0,2,2018-10-20T16:31:17Z,42,0,0,41945.jpg,1.0,0,Prödl,0,Prödl,0,Sebastian Prödl,180,Watford,33,2774,1,1,1.85,0.87,0.06,0.03,Unfilled
181,190,1,2,2018-10-06T17:01:15Z,48,0,0,40868.jpg,4.4,0,Holebas,61,Holebas,6,José Holebas,130,Watford,33,2917,2,4,0.92,2.92,0.03,0.09,Unfilled
182,0,0,2,2018-09-26T00:31:14Z,44,0,0,52153.jpg,0.0,0,Britos,0,Britos,0,Miguel Britos,181,Watford,27,2291,1,2,2.01,1.57,0.08,0.06,Unfilled
183,73,1,2,2018-10-06T17:01:15Z,45,0,0,85624.jpg,1.4,1,Kabasele,167,Kabasele,0,Christian Kabasele,162,Watford,16,767,2,0,1.67,0.1,0.2,0.01,Unfilled
184,105,1,2,2018-09-27T15:31:13Z,49,0,0,52940.jpg,3.3,0,Janmaat,30,Janmaat,2,Daryl Janmaat,144,Watford,27,1620,2,1,1.47,1.55,0.08,0.09,Unfilled
185,81,2,2,,42,0,0,20145.jpg,3.0,0,Mariappa,28,Mariappa,0,Adrian Mariappa,302,Watford,7,556,0,0,0.12,0.08,0.02,0.01,Unfilled
186,0,0,3,2018-07-05T14:31:07Z,50,0,0,43250.jpg,0.0,0,Cleverley,0,Cleverley,0,Tom Cleverley,329,Everton--Watford,27,1839,0,2,0.74,1.71,0.04,0.08,Unfilled
187,182,3,3,2018-11-04T20:31:15Z,51,0,0,38439.jpg,3.5,0,Capoue,75,Capoue,5,Etienne Capoue,38,Watford,37,3231,7,1,3.72,1.51,0.1,0.04,Unfilled
188,192,3,3,2018-07-29T09:01:10Z,59,1,0,121599.jpg,3.4,0,Doucouré,126,Doucouré,2,Abdoulaye Doucouré,259,Watford,20,1349,1,0,1.88,0.42,0.13,0.03,Unfilled
189,192,3,3,,64,0,0,61566.jpg,4.9,0,Pereyra,308,Pereyra,1,Roberto Pereyra,161,Watford,13,1044,2,2,1.38,1.7,0.12,0.15,Unfilled
190,36,2,3,2018-07-29T09:01:10Z,54,0,0,94924.jpg,3.6,0,Deulofeu,131,Deulofeu,1,Gerard Deulofeu,327,Everton,11,452,0,0,0.68,0.48,0.14,0.1,Unfilled
191,87,3,4,,60,0,0,73426.jpg,2.7,0,Gray,279,Gray,1,Andre Gray,25,Burnley,32,2279,9,3,7.56,1.47,0.3,0.06,Unfilled
192,106,1,4,2018-10-20T16:31:17Z,59,0,0,41725.jpg,3.4,0,Deeney,372,Deeney,1,Troy Deeney,20,Watford,37,2940,10,4,8.59,3.11,0.26,0.1,Unfilled
193,-3,0,4,2018-09-26T00:31:14Z,50,0,0,20046.jpg,0.0,0,Okaka,4,Okaka,1,Stefano Okaka,95,Watford,19,941,4,0,2.62,1.36,0.25,0.13,Unfilled
194,227,1,1,,45,0,0,37096.jpg,3.8,0,Fabianski,0,Fabianski,0,Lukasz Fabianski,359,Swansea,37,3330,0,0,0.0,0.0,0.0,0.0,Unfilled
195,0,0,2,2018-07-05T14:31:07Z,44,0,0,48717.jpg,0.0,0,Reid,0,Reid,0,Winston Reid,128,West Ham,30,2595,2,2,0.81,0.94,0.03,0.03,Unfilled
196,63,0,2,2018-07-29T08:31:08Z,51,0,0,55459.jpg,1.4,0,Cresswell,12,Cresswell,1,Aaron Cresswell,307,West Ham,26,2124,0,2,0.59,2.38,0.02,0.1,Unfilled
197,30,0,2,,42,0,0,40669.jpg,0.5,0,Ogbonna,10,Ogbonna,1,Angelo Ogbonna,306,West Ham,20,1757,0,0,0.07,0.27,0.0,0.01,Unfilled
198,131,1,2,,43,0,0,20658.jpg,2.7,0,Zabaleta,36,Zabaleta,3,Pablo Zabaleta,185,Manchester City,20,1055,1,1,0.7,0.46,0.06,0.04,Unfilled
199,83,1,3,2018-10-27T19:01:15Z,49,0,0,18073.jpg,2.1,1,Noble,41,Noble,2,Mark Noble,101,West Ham,30,2422,3,0,3.65,1.43,0.14,0.05,Unfilled
200,70,1,3,2018-10-20T18:01:17Z,44,0,0,59779.jpg,2.4,0,Obiang,77,Obiang,0,Pedro Obiang,174,West Ham,22,1778,1,1,0.38,0.47,0.02,0.02,Unfilled
201,0,0,3,2018-07-05T14:31:07Z,64,0,0,86934.jpg,0.0,0,Lanzini,0,Lanzini,0,Manuel Lanzini,29,West Ham,35,2727,8,2,6.07,4.01,0.2,0.13,Unfilled
202,54,2,3,2018-08-26T16:31:13Z,68,0,0,57531.jpg,2.0,0,Antonio,257,Antonio,1,Michail Antonio,22,West Ham,29,2451,9,3,9.79,3.39,0.36,0.12,Unfilled
203,0,0,4,2018-07-12T19:31:08Z,54,0,0,40142.jpg,0.0,0,Carroll,0,Carroll,0,Andy Carroll,37,West Ham,18,1318,7,1,4.52,1.72,0.31,0.12,Unfilled
204,12,0,4,,62,0,0,155851.jpg,1.0,0,Pérez,16,Lucas,0,Lucas Pérez,249,Arsenal,11,254,1,0,0.94,0.57,0.33,0.2,Unfilled
